1  0.6382326630994598
2  1.6369471994365143
3  2.6357137227446383
4  3.6345284640397892
5  4.633388043711366
6  5.632289419888667
7  6.631229845090753
8  7.630206829610744
9  8.629218110415824
10  9.628261624594483
11  10.627335486575287
12  11.626437968491773
13  12.625567483186073
14  13.62472256943719
15  14.623901879073191
16  15.623104165686657
17  16.62232827471979
18  17.621573134724713
19  18.620837749635978
20  19.620121191917423
21  20.619422596468368
22  21.61874115518953
23  22.6180761121255
24  23.61742675911194
25  24.616792431865893
26  25.616172506466064
27  26.61556639617777
28  27.61497354858266
29  28.61439344297903
30  29.613825588022312
31  30.613269519580356
32  31.612724798779972
33  32.61219101022471
34  33.61166776036653
35  34.6111546760156
36  35.61065140297399
37  36.6101576047821
38  37.60967296156566
39  38.609197168977076
40  39.608729937209525
41  40.608270990160186
42  41.607820064378295
43  42.60737691012614
44  43.60694128451951
45  44.606513005357506
46  45.60609176507398
47  46.60567902575158
48  47.60527139694389
49  48.604965011149375
50  49.60457172290415
